employee_id,date,status,check_in,check_out,hours_worked
110,2025-05-14,absent,,,0.0
112,2025-05-14,present,07:38,20:46,7.6
113,2025-05-14,present,09:02,19:46,8.2
115,2025-05-14,present,07:57,18:59,8.5
116,2025-05-14,present,07:23,19:53,8.0
117,2025-05-14,present,08:31,19:04,8.6
118,2025-05-14,vacation,,,0.0
121,2025-05-14,present,07:48,18:59,10.0
122,2025-05-14,vacation,,,0.0
123,2025-05-14,present,09:32,17:23,7.8
125,2025-05-14,present,09:55,18:36,9.7
126,2025-05-14,present,08:14,20:37,10.2
127,2025-05-14,present,09:36,17:45,8.5
128,2025-05-14,remote,09:09,19:45,8.2
129,2025-05-14,present,09:53,17:33,9.8
130,2025-05-14,present,09:35,18:24,7.8
131,2025-05-14,present,08:09,19:14,9.4
133,2025-05-14,present,09:05,20:42,9.4
134,2025-05-14,present,09:20,18:09,9.3
135,2025-05-14,remote,09:46,19:01,7.8
136,2025-05-14,present,09:24,18:43,7.9
137,2025-05-14,present,08:01,17:55,9.8
138,2025-05-14,present,09:55,18:27,9.2
143,2025-05-14,present,07:35,19:19,10.1
144,2025-05-14,present,07:40,20:31,9.3
145,2025-05-14,present,09:36,20:43,10.1
146,2025-05-14,present,08:18,18:14,8.1
148,2025-05-14,present,09:59,19:52,9.8
150,2025-05-14,present,09:32,17:19,9.2
151,2025-05-14,present,07:22,18:22,10.5
152,2025-05-14,present,09:01,18:45,7.8
154,2025-05-14,present,09:47,19:51,8.1
155,2025-05-14,business_trip,,,0.0
156,2025-05-14,present,07:22,18:04,8.4
157,2025-05-14,present,09:30,19:04,8.9
158,2025-05-14,present,07:38,18:59,10.3
159,2025-05-14,present,07:57,20:49,9.6
160,2025-05-14,present,08:23,20:11,8.8
161,2025-05-14,present,07:20,20:47,8.7
163,2025-05-14,present,09:43,19:25,10.2
164,2025-05-14,present,08:00,17:52,7.6
166,2025-05-14,present,08:58,18:22,8.4
168,2025-05-14,present,08:07,19:02,10.3
169,2025-05-14,present,07:05,17:55,9.4
171,2025-05-14,present,07:55,18:00,8.7
172,2025-05-14,present,08:30,17:03,10.4
173,2025-05-14,present,08:03,18:40,8.9
174,2025-05-14,present,07:05,19:40,7.9
175,2025-05-14,business_trip,,,0.0
176,2025-05-14,present,07:02,17:12,8.8
177,2025-05-14,present,08:58,17:27,8.1
180,2025-05-14,present,09:30,17:48,8.6
181,2025-05-14,present,09:21,20:47,7.7
183,2025-05-14,present,08:20,17:21,8.0
184,2025-05-14,remote,08:30,19:20,8.7
185,2025-05-14,present,07:24,17:21,8.1
190,2025-05-14,present,08:16,19:49,8.2
1,2025-05-15,present,07:14,17:01,10.0
2,2025-05-15,present,08:43,19:49,9.4
3,2025-05-15,remote,08:33,17:12,7.8
4,2025-05-15,remote,10:24,19:34,9.4
5,2025-05-15,present,09:46,18:04,7.8
8,2025-05-15,present,07:44,20:31,8.7
9,2025-05-15,present,08:17,17:42,9.8
10,2025-05-15,present,09:50,17:30,9.8
11,2025-05-15,present,07:40,17:31,9.1
12,2025-05-15,present,07:57,20:46,7.5
13,2025-05-15,present,07:48,18:42,9.2
17,2025-05-15,present,07:21,19:08,8.6
18,2025-05-15,present,07:32,18:49,9.3
19,2025-05-15,present,07:09,17:02,8.5
23,2025-05-15,present,07:57,17:11,9.6
25,2025-05-15,present,07:44,18:25,7.5
26,2025-05-15,present,08:31,18:57,8.0
30,2025-05-15,present,07:28,17:10,8.2
32,2025-05-15,present,09:46,19:52,8.5
34,2025-05-15,present,09:12,19:14,10.2
36,2025-05-15,present,09:49,20:36,7.8
37,2025-05-15,present,07:01,20:50,8.7
38,2025-05-15,remote,09:43,19:12,7.0
40,2025-05-15,present,09:38,17:15,9.0
41,2025-05-15,present,09:21,20:51,10.1
42,2025-05-15,present,07:14,19:11,9.2
44,2025-05-15,present,08:54,19:15,10.0
45,2025-05-15,present,08:05,19:11,9.0
47,2025-05-15,present,07:22,17:47,10.0
48,2025-05-15,present,08:18,17:18,9.2
49,2025-05-15,present,08:07,17:05,7.9
51,2025-05-15,present,08:58,20:41,7.8
53,2025-05-15,present,07:57,18:49,7.9
55,2025-05-15,present,09:26,18:23,7.8
59,2025-05-15,present,08:09,20:25,10.5
60,2025-05-15,present,08:23,19:38,7.5
62,2025-05-15,present,09:33,18:06,7.5
63,2025-05-15,remote,09:26,19:17,7.5
66,2025-05-15,sick_leave,,,0.0
67,2025-05-15,present,09:32,18:03,9.3
68,2025-05-15,vacation,,,0.0
70,2025-05-15,present,09:25,17:09,8.9
71,2025-05-15,present,09:39,17:57,9.8
72,2025-05-15,present,07:25,19:05,10.3
73,2025-05-15,present,08:10,19:19,7.9
74,2025-05-15,present,07:52,18:02,8.8
75,2025-05-15,present,08:56,17:50,7.9
76,2025-05-15,present,09:13,18:42,10.1
77,2025-05-15,present,09:59,17:04,8.1
78,2025-05-15,present,07:52,19:52,9.2
79,2025-05-15,present,09:50,18:07,8.3
80,2025-05-15,present,09:44,18:29,7.8
81,2025-05-15,present,09:01,19:20,8.9
83,2025-05-15,present,07:10,20:10,8.6
85,2025-05-15,present,08:48,20:59,9.4
87,2025-05-15,present,09:09,17:30,10.1
89,2025-05-15,present,09:43,19:39,7.7
93,2025-05-15,present,08:17,18:49,10.0
94,2025-05-15,present,09:29,19:54,7.7
95,2025-05-15,present,09:53,19:39,10.4
96,2025-05-15,present,07:56,17:39,8.8
98,2025-05-15,present,08:56,18:15,9.2
99,2025-05-15,present,08:07,17:49,9.2
100,2025-05-15,sick_leave,,,0.0
104,2025-05-15,present,09:13,17:33,8.8
106,2025-05-15,present,07:42,19:36,7.7
108,2025-05-15,present,08:39,18:55,8.7
109,2025-05-15,absent,,,0.0
110,2025-05-15,present,07:37,17:43,9.1
112,2025-05-15,present,09:07,17:56,8.9
113,2025-05-15,present,07:33,19:07,8.3
115,2025-05-15,sick_leave,,,0.0
116,2025-05-15,present,09:13,19:57,10.0
117,2025-05-15,present,08:43,17:29,9.8
118,2025-05-15,present,08:23,17:31,9.4
121,2025-05-15,vacation,,,0.0
122,2025-05-15,vacation,,,0.0
123,2025-05-15,present,09:27,17:18,9.8
125,2025-05-15,present,09:58,17:49,9.6
126,2025-05-15,present,09:12,19:36,8.8
127,2025-05-15,present,07:37,17:15,9.4
128,2025-05-15,present,08:03,19:37,10.0
129,2025-05-15,present,09:24,17:52,8.3
130,2025-05-15,present,09:52,20:42,9.2
131,2025-05-15,remote,10:08,18:38,7.7
133,2025-05-15,present,09:15,19:08,9.3
134,2025-05-15,present,08:40,17:40,9.5
135,2025-05-15,present,08:21,18:01,8.4
136,2025-05-15,remote,09:46,19:15,9.0
137,2025-05-15,present,08:47,20:22,7.8
138,2025-05-15,remote,10:49,19:16,7.1
143,2025-05-15,present,09:16,17:08,9.2
144,2025-05-15,present,08:32,20:58,10.0
145,2025-05-15,present,07:13,18:24,8.0
146,2025-05-15,present,07:42,19:32,9.3
148,2025-05-15,present,09:07,19:23,7.8
150,2025-05-15,present,07:37,18:26,9.6
151,2025-05-15,present,09:01,17:49,9.4
152,2025-05-15,present,08:01,20:27,7.8
154,2025-05-15,present,07:19,19:04,8.5
155,2025-05-15,present,07:54,17:51,8.9
156,2025-05-15,present,09:36,19:36,9.6
157,2025-05-15,present,09:03,17:45,9.0
158,2025-05-15,present,09:54,18:24,8.8
159,2025-05-15,remote,10:14,19:41,8.0
160,2025-05-15,present,09:41,20:23,8.7
161,2025-05-15,present,07:50,18:55,9.7
163,2025-05-15,present,09:58,20:01,8.2
164,2025-05-15,present,07:22,19:13,8.3
166,2025-05-15,present,07:30,20:25,8.9
168,2025-05-15,present,08:46,17:59,9.3
169,2025-05-15,present,09:54,19:24,9.6
171,2025-05-15,present,08:31,20:29,8.3
172,2025-05-15,present,08:48,20:55,8.1
173,2025-05-15,present,08:43,19:59,9.7
174,2025-05-15,present,07:11,17:11,9.2
175,2025-05-15,present,09:16,18:49,7.7
176,2025-05-15,present,09:03,17:21,8.6
177,2025-05-15,present,07:22,20:20,7.9
180,2025-05-15,present,07:38,18:47,8.8
181,2025-05-15,present,08:23,17:41,7.7
183,2025-05-15,business_trip,,,0.0
184,2025-05-15,present,09:15,18:56,9.1
185,2025-05-15,vacation,,,0.0
190,2025-05-15,vacation,,,0.0
1,2025-05-16,present,09:51,20:59,8.2
2,2025-05-16,present,09:08,20:32,9.6
3,2025-05-16,present,09:43,17:43,10.4
4,2025-05-16,present,07:21,18:35,9.7
5,2025-05-16,present,07:12,20:38,9.8
8,2025-05-16,present,08:06,17:01,8.0
9,2025-05-16,present,09:50,20:54,8.9
10,2025-05-16,present,07:04,18:18,8.6
11,2025-05-16,present,08:04,20:13,9.1
12,2025-05-16,vacation,,,0.0
13,2025-05-16,present,07:11,20:43,9.9
17,2025-05-16,present,08:29,19:16,9.6
18,2025-05-16,present,07:07,17:48,9.1
19,2025-05-16,present,07:26,20:52,9.6
23,2025-05-16,present,09:36,17:45,7.9
25,2025-05-16,present,08:30,17:17,8.2
26,2025-05-16,present,07:06,17:21,9.9
30,2025-05-16,present,09:58,18:12,10.3
32,2025-05-16,present,08:53,17:03,10.1
34,2025-05-16,present,08:20,18:01,9.4
36,2025-05-16,remote,10:31,18:05,8.4
37,2025-05-16,present,08:34,18:03,7.8
38,2025-05-16,present,07:25,17:39,9.5
40,2025-05-16,present,07:56,20:43,8.4
41,2025-05-16,present,09:23,20:39,10.0
42,2025-05-16,present,08:51,17:45,8.7
44,2025-05-16,present,07:19,17:28,9.4
45,2025-05-16,present,09:43,18:02,8.2
47,2025-05-16,present,07:13,20:24,8.7
48,2025-05-16,present,09:55,19:20,7.7
49,2025-05-16,present,08:43,20:49,9.9
51,2025-05-16,present,08:33,20:12,9.8
53,2025-05-16,vacation,,,0.0
55,2025-05-16,present,08:53,18:15,9.6
59,2025-05-16,present,09:07,17:39,8.4
60,2025-05-16,present,09:29,19:42,7.8
62,2025-05-16,present,07:00,20:14,7.6
63,2025-05-16,present,08:12,19:32,7.8
66,2025-05-16,present,08:01,18:49,8.9
67,2025-05-16,present,08:41,20:50,10.1
68,2025-05-16,absent,,,0.0
70,2025-05-16,present,07:54,19:34,9.6
71,2025-05-16,present,08:07,18:31,8.1
72,2025-05-16,present,08:51,18:18,8.1
73,2025-05-16,present,07:09,17:54,9.9
74,2025-05-16,present,08:59,18:42,10.1
75,2025-05-16,present,07:36,17:26,9.6
76,2025-05-16,present,09:21,17:09,8.4
77,2025-05-16,remote,10:58,18:55,9.2
78,2025-05-16,present,07:21,20:32,10.3
79,2025-05-16,vacation,,,0.0
80,2025-05-16,present,07:33,17:25,9.6
81,2025-05-16,present,08:50,18:50,9.2
83,2025-05-16,present,09:35,18:02,9.9
85,2025-05-16,present,07:29,18:34,8.0
87,2025-05-16,present,08:05,20:59,8.4
89,2025-05-16,present,08:39,19:59,9.9
93,2025-05-16,present,07:03,20:33,8.3
94,2025-05-16,present,07:51,20:02,10.1
95,2025-05-16,present,09:58,17:10,7.9
96,2025-05-16,present,07:22,19:50,9.9
98,2025-05-16,present,07:33,20:51,8.4
99,2025-05-16,remote,09:32,19:57,8.7
100,2025-05-16,present,09:26,17:44,7.9
104,2025-05-16,present,07:36,17:13,8.6
106,2025-05-16,sick_leave,,,0.0
108,2025-05-16,present,09:35,17:13,8.9
109,2025-05-16,present,07:19,17:20,9.8
110,2025-05-16,present,09:23,18:55,7.9
112,2025-05-16,present,08:51,17:21,9.4
113,2025-05-16,present,07:25,17:07,7.6
115,2025-05-16,present,08:46,20:47,9.5
116,2025-05-16,present,07:44,19:36,9.8
117,2025-05-16,present,07:22,17:05,8.2
118,2025-05-16,present,08:59,17:53,9.3
121,2025-05-16,remote,10:23,18:51,7.8
122,2025-05-16,present,09:23,18:14,8.4
123,2025-05-16,present,09:29,18:37,9.9
125,2025-05-16,present,08:52,19:09,8.3
126,2025-05-16,present,09:31,17:20,8.4
127,2025-05-16,present,09:36,18:11,9.4
128,2025-05-16,present,07:18,20:25,8.0
129,2025-05-16,present,08:46,19:35,8.2
130,2025-05-16,present,08:45,19:29,8.1
131,2025-05-16,present,09:47,19:51,10.2
133,2025-05-16,present,07:03,18:15,9.6
134,2025-05-16,present,09:41,20:10,9.3
135,2025-05-16,present,08:49,18:34,8.7
136,2025-05-16,present,09:08,19:39,7.6
137,2025-05-16,present,07:03,19:55,8.2
138,2025-05-16,present,07:58,18:52,8.2
143,2025-05-16,vacation,,,0.0
144,2025-05-16,vacation,,,0.0
145,2025-05-16,present,09:12,17:47,7.8
146,2025-05-16,present,07:24,18:15,9.3
148,2025-05-16,present,09:19,20:27,8.8
150,2025-05-16,present,07:17,17:55,8.6
151,2025-05-16,present,09:51,17:11,8.0
152,2025-05-16,sick_leave,,,0.0
154,2025-05-16,present,08:12,20:02,10.2
155,2025-05-16,present,07:17,18:26,9.9
156,2025-05-16,present,09:46,19:16,9.7
157,2025-05-16,remote,09:48,19:16,7.8
158,2025-05-16,present,09:04,17:26,8.8
159,2025-05-16,present,09:02,19:13,9.4
160,2025-05-16,present,07:26,17:55,8.5
161,2025-05-16,present,09:29,17:02,8.3
163,2025-05-16,present,08:17,20:16,9.8
164,2025-05-16,business_trip,,,0.0
166,2025-05-16,present,07:34,18:09,9.1
168,2025-05-16,present,07:19,19:47,9.4
169,2025-05-16,remote,09:36,17:44,8.6
171,2025-05-16,present,09:31,18:20,9.0
172,2025-05-16,present,08:07,20:15,7.8
173,2025-05-16,present,07:57,20:59,8.6
174,2025-05-16,present,08:42,18:06,8.5
175,2025-05-16,present,07:43,17:20,10.3
176,2025-05-16,present,09:30,19:49,9.0
177,2025-05-16,sick_leave,,,0.0
180,2025-05-16,vacation,,,0.0
181,2025-05-16,present,08:39,17:12,9.5
183,2025-05-16,present,07:56,18:56,9.3
184,2025-05-16,present,09:42,17:49,8.1
185,2025-05-16,present,07:53,18:05,8.9
190,2025-05-16,present,09:18,19:37,8.5
1,2025-05-19,present,09:04,18:16,7.8
2,2025-05-19,present,09:01,20:07,10.2
3,2025-05-19,present,09:34,19:13,8.7
4,2025-05-19,present,08:31,17:29,10.4
5,2025-05-19,remote,09:30,17:11,7.8
8,2025-05-19,present,07:54,18:30,9.9
9,2025-05-19,present,07:50,18:25,9.1
10,2025-05-19,present,09:31,17:03,9.9
11,2025-05-19,present,09:37,19:04,8.7
12,2025-05-19,present,09:51,20:51,8.2
13,2025-05-19,business_trip,,,0.0
17,2025-05-19,absent,,,0.0
18,2025-05-19,present,07:42,19:26,8.9
19,2025-05-19,present,09:28,17:20,10.2
23,2025-05-19,present,07:58,17:27,9.5
25,2025-05-19,business_trip,,,0.0
26,2025-05-19,present,07:05,19:13,8.4
30,2025-05-19,absent,,,0.0
32,2025-05-19,business_trip,,,0.0
34,2025-05-19,present,08:08,20:53,10.4
36,2025-05-19,present,08:42,20:36,10.3
37,2025-05-19,present,09:27,17:03,10.5
38,2025-05-19,present,09:51,17:25,10.0
40,2025-05-19,present,07:48,18:31,9.3
41,2025-05-19,present,08:17,17:18,10.2
42,2025-05-19,absent,,,0.0
44,2025-05-19,present,07:13,18:19,7.8
45,2025-05-19,present,07:04,19:22,9.0
47,2025-05-19,present,08:03,17:34,8.2
48,2025-05-19,vacation,,,0.0
49,2025-05-19,present,09:19,17:32,8.0
51,2025-05-19,present,08:24,17:43,10.0
53,2025-05-19,present,07:58,18:01,7.9
55,2025-05-19,present,07:09,18:12,9.2
59,2025-05-19,present,09:22,19:03,8.2
60,2025-05-19,present,07:54,18:48,9.2
62,2025-05-19,absent,,,0.0
63,2025-05-19,present,07:40,20:35,7.7
66,2025-05-19,present,09:24,19:40,10.0
67,2025-05-19,present,07:52,19:58,7.8
68,2025-05-19,present,08:36,20:03,9.5
70,2025-05-19,present,08:45,20:26,8.3
71,2025-05-19,present,08:13,19:46,9.7
72,2025-05-19,present,09:14,19:33,8.5
73,2025-05-19,present,08:06,19:53,9.0
74,2025-05-19,present,07:01,19:53,9.0
75,2025-05-19,present,09:37,20:40,8.2
76,2025-05-19,present,07:47,17:04,8.8
77,2025-05-19,remote,10:40,17:52,8.8
78,2025-05-19,present,09:21,18:31,9.2
79,2025-05-19,present,09:47,18:11,9.1
80,2025-05-19,present,09:24,18:57,8.3
81,2025-05-19,present,08:54,17:44,7.7
83,2025-05-19,present,08:05,19:41,7.8
85,2025-05-19,present,07:10,20:09,9.3
87,2025-05-19,present,08:32,18:52,8.3
89,2025-05-19,remote,10:24,17:21,7.4
93,2025-05-19,present,08:34,18:56,8.5
94,2025-05-19,present,09:29,17:47,8.1
95,2025-05-19,present,08:05,19:32,8.7
96,2025-05-19,present,07:39,19:53,9.0
98,2025-05-19,sick_leave,,,0.0
99,2025-05-19,remote,10:33,17:38,8.5
100,2025-05-19,present,09:00,20:56,8.7
104,2025-05-19,present,08:16,19:45,9.1
106,2025-05-19,present,09:40,20:06,10.3
108,2025-05-19,present,07:05,18:26,8.4
109,2025-05-19,present,07:04,20:12,8.6
110,2025-05-19,present,07:15,20:19,9.4
112,2025-05-19,present,09:51,19:37,9.1
113,2025-05-19,present,09:17,18:51,7.8
115,2025-05-19,present,09:57,19:13,9.8
116,2025-05-19,present,07:16,18:02,7.8
117,2025-05-19,sick_leave,,,0.0
118,2025-05-19,present,07:25,20:58,8.2
121,2025-05-19,present,07:20,17:22,8.2
122,2025-05-19,present,09:16,18:01,9.1
123,2025-05-19,present,07:05,17:49,7.6
125,2025-05-19,present,07:18,20:23,8.4
126,2025-05-19,present,08:38,17:29,7.8
127,2025-05-19,present,09:20,17:41,10.4
128,2025-05-19,business_trip,,,0.0
129,2025-05-19,business_trip,,,0.0
130,2025-05-19,present,09:06,20:09,9.0
131,2025-05-19,present,07:09,20:07,9.3
133,2025-05-19,present,08:10,19:05,9.3
134,2025-05-19,present,08:34,18:52,8.2
135,2025-05-19,present,08:23,19:42,9.4
136,2025-05-19,present,08:49,20:04,8.2
137,2025-05-19,present,09:08,17:44,10.2
138,2025-05-19,sick_leave,,,0.0
143,2025-05-19,sick_leave,,,0.0
144,2025-05-19,present,08:06,20:29,10.4
145,2025-05-19,present,07:52,18:34,7.6
146,2025-05-19,present,09:52,19:44,7.7
148,2025-05-19,present,09:17,18:14,9.6
150,2025-05-19,present,09:32,20:35,8.2
151,2025-05-19,present,08:08,19:41,8.7
152,2025-05-19,present,09:56,20:01,9.4
154,2025-05-19,present,07:58,18:56,9.3
155,2025-05-19,present,09:39,19:00,9.9
156,2025-05-19,present,08:43,18:31,10.3
157,2025-05-19,present,08:44,18:57,9.5
158,2025-05-19,present,09:34,18:55,9.8
159,2025-05-19,present,08:15,20:20,10.1
160,2025-05-19,present,07:20,19:33,9.6
161,2025-05-19,present,07:36,19:05,9.1
163,2025-05-19,present,08:45,18:49,7.6
164,2025-05-19,remote,08:19,18:46,8.2
166,2025-05-19,remote,09:11,18:12,8.9
168,2025-05-19,present,09:54,18:52,9.6
169,2025-05-19,present,09:02,18:42,9.3
171,2025-05-19,remote,10:02,18:17,7.5
172,2025-05-19,sick_leave,,,0.0
173,2025-05-19,present,09:29,18:38,7.6
174,2025-05-19,sick_leave,,,0.0
175,2025-05-19,business_trip,,,0.0
176,2025-05-19,present,08:56,17:52,8.5
177,2025-05-19,present,09:54,20:15,9.7
180,2025-05-19,present,07:03,20:08,9.9
181,2025-05-19,present,09:35,20:46,8.8
183,2025-05-19,present,09:47,20:15,8.0
184,2025-05-19,present,08:42,20:48,10.2
185,2025-05-19,present,07:56,18:44,7.8
190,2025-05-19,present,08:00,19:32,10.0
1,2025-05-20,present,07:25,18:21,9.8
2,2025-05-20,present,07:40,18:17,10.3
3,2025-05-20,sick_leave,,,0.0
4,2025-05-20,sick_leave,,,0.0
5,2025-05-20,present,08:41,18:24,10.2
8,2025-05-20,sick_leave,,,0.0
9,2025-05-20,present,09:58,18:18,10.5
10,2025-05-20,present,07:10,18:28,10.0
11,2025-05-20,present,07:00,18:43,9.0
12,2025-05-20,present,07:19,19:35,8.4
13,2025-05-20,present,07:17,19:13,8.4
17,2025-05-20,present,07:52,18:31,10.4
18,2025-05-20,sick_leave,,,0.0
19,2025-05-20,present,07:32,17:31,8.0
23,2025-05-20,present,07:12,19:29,8.8
25,2025-05-20,present,08:55,19:18,8.2
26,2025-05-20,present,08:58,18:40,9.2
30,2025-05-20,present,09:23,19:51,9.2
32,2025-05-20,present,09:50,20:22,9.2
34,2025-05-20,present,09:35,20:27,9.8
36,2025-05-20,remote,10:48,19:48,8.4
37,2025-05-20,vacation,,,0.0
38,2025-05-20,absent,,,0.0
40,2025-05-20,vacation,,,0.0
41,2025-05-20,present,09:50,20:05,7.7
42,2025-05-20,present,08:49,17:25,9.2
44,2025-05-20,present,09:11,19:47,10.1
45,2025-05-20,sick_leave,,,0.0
47,2025-05-20,present,08:43,19:37,8.5
48,2025-05-20,remote,10:24,19:42,9.4
49,2025-05-20,present,08:00,18:42,7.6
51,2025-05-20,present,07:17,19:05,10.5
53,2025-05-20,present,07:37,20:07,10.1
55,2025-05-20,present,09:14,19:45,9.1
59,2025-05-20,present,08:51,19:39,8.4
60,2025-05-20,present,08:44,19:10,8.8
62,2025-05-20,present,09:40,19:14,8.8
63,2025-05-20,present,08:56,19:17,9.4
66,2025-05-20,present,09:29,19:17,9.3
67,2025-05-20,present,07:11,18:10,9.7
68,2025-05-20,present,09:34,19:42,10.4
70,2025-05-20,present,08:32,17:04,8.6
71,2025-05-20,present,07:53,17:19,9.3
72,2025-05-20,present,08:27,17:51,8.6
73,2025-05-20,present,07:03,19:46,9.0
74,2025-05-20,business_trip,,,0.0
75,2025-05-20,vacation,,,0.0
76,2025-05-20,absent,,,0.0
77,2025-05-20,present,09:00,18:24,10.0
78,2025-05-20,present,07:10,19:36,7.5
79,2025-05-20,present,07:19,18:49,10.0
80,2025-05-20,present,09:28,19:29,8.5
81,2025-05-20,present,07:23,19:04,8.4
83,2025-05-20,present,09:19,18:47,9.0
85,2025-05-20,present,08:51,18:02,8.3
87,2025-05-20,present,08:03,19:08,10.0
89,2025-05-20,remote,10:55,18:23,8.6
93,2025-05-20,present,09:30,18:36,10.3
94,2025-05-20,present,09:33,19:32,9.9
95,2025-05-20,present,08:01,19:01,9.5
96,2025-05-20,remote,09:30,18:38,8.9
98,2025-05-20,present,08:45,18:47,9.4
99,2025-05-20,present,09:43,17:34,9.1
100,2025-05-20,present,09:42,17:39,8.3
104,2025-05-20,present,09:53,19:26,9.7
106,2025-05-20,sick_leave,,,0.0
108,2025-05-20,present,07:44,18:23,9.1
109,2025-05-20,present,07:03,20:24,9.9
110,2025-05-20,present,07:57,19:16,10.1
112,2025-05-20,present,07:48,19:17,7.9
113,2025-05-20,present,08:45,18:48,10.1
115,2025-05-20,present,08:09,20:16,8.2
116,2025-05-20,present,08:35,19:34,8.6
117,2025-05-20,present,07:15,19:08,9.9
118,2025-05-20,present,09:20,17:17,8.4
121,2025-05-20,present,07:23,20:46,9.6
122,2025-05-20,vacation,,,0.0
123,2025-05-20,present,09:27,18:02,9.0
125,2025-05-20,present,07:00,17:41,7.8
126,2025-05-20,present,07:09,19:32,10.3
127,2025-05-20,present,08:44,17:18,9.3
128,2025-05-20,present,07:41,18:20,7.6
129,2025-05-20,present,09:01,17:06,9.3
130,2025-05-20,present,08:10,20:05,9.0
131,2025-05-20,present,09:08,20:02,7.9
133,2025-05-20,present,07:08,19:36,7.9
134,2025-05-20,present,08:56,20:59,7.5
135,2025-05-20,present,08:07,18:49,7.5
136,2025-05-20,present,07:32,19:37,10.0
137,2025-05-20,present,08:02,17:47,9.7
138,2025-05-20,present,07:49,18:17,9.7
143,2025-05-20,present,08:36,19:28,9.0
144,2025-05-20,present,08:39,18:24,9.6
145,2025-05-20,present,09:40,17:05,8.7
146,2025-05-20,present,09:05,20:44,9.5
148,2025-05-20,present,08:42,18:11,8.8
150,2025-05-20,present,09:47,17:32,9.1
151,2025-05-20,present,08:32,20:24,9.1
152,2025-05-20,present,08:23,19:32,10.0
154,2025-05-20,present,08:56,18:59,10.5
155,2025-05-20,present,08:50,19:18,9.6
156,2025-05-20,present,08:11,19:01,10.0
157,2025-05-20,business_trip,,,0.0
158,2025-05-20,present,08:34,18:49,8.1
159,2025-05-20,remote,08:07,19:45,8.9
160,2025-05-20,present,09:15,17:55,8.1
161,2025-05-20,present,08:21,19:17,7.5
163,2025-05-20,present,08:58,17:57,10.3
164,2025-05-20,present,07:09,17:52,9.7
166,2025-05-20,present,09:10,17:46,9.7
168,2025-05-20,present,07:41,19:41,7.9
169,2025-05-20,vacation,,,0.0
171,2025-05-20,remote,09:06,19:47,7.6
172,2025-05-20,present,08:12,19:40,10.2
173,2025-05-20,present,09:20,18:38,10.5
174,2025-05-20,remote,08:13,19:43,7.2
175,2025-05-20,present,07:14,18:47,8.9
176,2025-05-20,present,09:21,19:49,9.2
177,2025-05-20,present,09:10,17:47,7.8
180,2025-05-20,sick_leave,,,0.0
181,2025-05-20,remote,10:53,17:00,7.4
183,2025-05-20,present,07:20,18:38,7.6
184,2025-05-20,present,08:19,17:24,9.0
185,2025-05-20,present,07:47,17:19,9.2
190,2025-05-20,present,09:48,17:50,8.9
1,2025-05-21,remote,09:00,17:01,8.2
2,2025-05-21,present,08:43,17:08,7.9
3,2025-05-21,present,09:59,19:37,8.2
4,2025-05-21,present,09:00,19:12,9.0
5,2025-05-21,present,09:05,18:23,10.2
8,2025-05-21,present,08:54,17:43,9.4
9,2025-05-21,present,08:09,20:17,8.0
10,2025-05-21,vacation,,,0.0
11,2025-05-21,present,07:29,19:27,9.9
12,2025-05-21,present,07:54,17:07,8.6
13,2025-05-21,sick_leave,,,0.0
17,2025-05-21,present,08:40,19:57,8.4
18,2025-05-21,present,07:47,20:35,7.7
19,2025-05-21,present,08:58,19:31,8.7
23,2025-05-21,present,09:45,20:11,8.6
25,2025-05-21,present,08:17,17:41,8.0
26,2025-05-21,present,07:36,18:58,7.7
30,2025-05-21,present,09:58,20:57,8.3
32,2025-05-21,present,09:51,20:01,9.7
34,2025-05-21,present,08:30,17:54,8.5
36,2025-05-21,present,07:05,20:40,7.6
37,2025-05-21,present,08:57,20:11,7.8
38,2025-05-21,present,09:49,20:42,9.0
40,2025-05-21,present,08:46,18:34,9.8
41,2025-05-21,present,07:49,20:21,7.5
42,2025-05-21,remote,08:05,19:10,9.3
44,2025-05-21,present,08:32,18:27,8.8
45,2025-05-21,present,09:24,20:07,9.1
47,2025-05-21,present,07:49,18:37,8.5
48,2025-05-21,present,07:21,19:36,8.5
49,2025-05-21,present,09:55,18:06,8.5
51,2025-05-21,present,09:43,17:02,8.6
53,2025-05-21,present,09:21,17:41,9.0
55,2025-05-21,present,08:50,18:10,9.0
59,2025-05-21,present,09:35,17:35,9.6
60,2025-05-21,present,09:38,19:03,7.6
62,2025-05-21,present,09:35,17:06,9.7
63,2025-05-21,present,07:14,20:01,9.2
66,2025-05-21,present,07:31,19:36,10.4
67,2025-05-21,remote,08:25,19:52,7.0
68,2025-05-21,present,09:32,17:59,8.9
70,2025-05-21,present,08:53,19:50,9.9
71,2025-05-21,present,09:00,17:03,8.0
72,2025-05-21,present,07:28,17:17,8.3
73,2025-05-21,present,07:31,17:56,9.3
74,2025-05-21,present,07:13,19:39,9.6
75,2025-05-21,present,07:11,20:55,8.1
76,2025-05-21,present,07:50,19:54,10.5
77,2025-05-21,present,08:33,17:21,8.5
78,2025-05-21,present,08:59,19:14,7.5
79,2025-05-21,present,07:40,20:31,7.6
80,2025-05-21,present,07:08,17:03,8.9
81,2025-05-21,present,08:12,19:48,9.5
83,2025-05-21,present,07:47,18:27,8.6
85,2025-05-21,present,08:22,19:34,8.3
87,2025-05-21,present,09:35,18:24,9.9
89,2025-05-21,present,08:36,17:17,9.8
